,id,text,label,average_subjectivity,majority_subjectivity,average_hidden_assumptions,majority_hidden_assumptions,average_bias_west,majority_bias_west,average_bias_russia,majority_bias_russia
602,32-13,Beyond maintaining the current flow of trade if Ukraine shuns Russia experts believe EU countries will be able to benefit from increased trade with Ukraine ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
603,32-14,That s why EU officials are attempting to sign a free trade agreement with Ukraine even as the crisis escalates ,0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
604,32-15,And some say the country may even be able to eventually join the European Union ,1,1.4,1.5,0.0,0.0,1.0,1.0,1.0,1.0
605,32-16,But more important than crops and cars for Ukraine the EU and U S is gas ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
606,32-17,Experts say the EU and U S could profit economically if Ukraine begins to rely less on Gazprom Russia s quasi governmental oil and gas giant ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
607,32-18,They point out that the protests in Ukraine started partially because of Ukraine s near complete reliance on Russian gas ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
608,32-19,And Ukraine has been trying to break away from that dependence for years ,0,1.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
609,32-20,In November it signed a 10 billion deal with Chevron to produce natural gas within Ukraine but it could also look elsewhere for its supplies ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
610,32-21,As the EU and U S discover new ways to extract oil and gas on their own soil namely through hydraulic fracturing and build liquefied natural gas terminals to send it around the world Ukraine could become a viable market ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
611,32-22, The whole natural gas market is changing dramatically USIP s Taylor said ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
612,32-23, Over the next five years there s going to be dramatic changes in the flows of gas and the leverage Russians have over the EU and Ukraine is going to decline ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
613,32-24,Because Europe also relies heavily on Gazprom disrupting Ukraine s relations with Russia is a risky prospect ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
614,32-25,Some believe it s no coincidence that the countries that rely most on Russia for gas especially Germany have been more reluctant than the U S to suggest sanctions against Russia ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
615,32-26,The EU may be seeking a middle ground making sure the gas can keep flowing while Ukraine also builds closer ties with European countries ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
616,32-27,At least for the U S isolating Gazprom might not be as controversial of an option ,0,1.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
617,32-28,In the midst of a hydraulic fracturing created gas boom the U S has been looking to increase gas exports dramatically over the next few years ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
618,32-29,So the possibility that Ukraine and therefore the EU might break away from Russia s gas supply might be considered both a geopolitical win and cash bonanza by U S politicians ,0,1.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
619,32-30, The United States has abundant supplies of natural gas an energy source that is in demand by many of our allies and the U S Department of Energy s excruciatingly slow approval process amounts to a de facto ban on American natural gas exports that Vladimir Putin has happily exploited to finance his geopolitical goals House Speaker John Boehner said Tuesday ,0,1.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
620,32-31, We should not force our allies to remain dependent on Putin for their energy needs ,0,1.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
621,32-32,Ending this de facto ban and expediting approval of natural gas exports is one clear step the U S can take to stand by our allies and stand up to Russian aggression while creating American jobs at the same time ,0,1.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
622,32-33,Some analysts say breaking EU and Ukrainian reliance on Russia s gas might not only be about the economy but about something the U S has wanted to do ever since the Cold War prove it and not Russia is the world s preeminent superpower ,0,1.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
623,32-34, The U S has never gotten over the Cold War and U S leaders view Russia as a potential adversary said Michael Klare a professor of peace and world security studies at Hampshire College ,0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0
624,32-35, Russia is a petro state ,0,1.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
625,32-36,Take that away and Putin s power disappears ,0,1.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
626,33-0,Foreign Minister Sergey Lavrov s remarks and answers to media questions at the Primakov Readings International Forum Moscow June 30 2017,0,0.0,0.0,0.0,0.0,0.8,1.0,0.8,1.0
627,33-1,Colleagues It is a great honour for me to address the second Primakov Readings International Forum which has been organised by the Primakov National Research Institute of World Economy and International Relations of the Russian Academy of Sciences IMEMO ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
628,33-2,I welcome prominent researchers statesmen politicians and diplomats from Russia and other countries who are attending this forum ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
629,33-3,Combined intellectual efforts and an expert and depoliticised search for the best way to deal with the current problems in this complicated situation deserve our respect and support ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
630,33-4,The Foreign Ministry appreciates the Primakov Readings focus on dealing with current issues based on the experience of our famous predecessors including the diverse heritage of Yevgeny Primakov ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
631,33-5,An outstanding statesman diplomat researcher and thinker Mr Primakov has made a major contribution to the formulation of key provisions of Russia s foreign policy doctrine provisions that have passed the test of time ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
632,33-6,He also contributed to a comprehensive review of the complex processes underway in the post bipolar world which as it turned out do not fit the simplistic end of history logic ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
633,33-7,Russia did its homework diligently in clearing up the Cold War debris and worked hard to build up confidence and mutual understanding in the Euro Atlantic region and the rest of the world ,1,1.8,3.0,0.0,0.0,0.8,1.0,0.8,1.0
634,33-8,One of its biggest contributions was its decisive role in the reunification of Germany and the withdrawal of its troops from Central and Eastern Europe and the Baltic countries ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
635,33-9,We did this with our cards on the table without a hidden agenda or double standards ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
636,33-10,It was largely thanks to the policy we pursued for the past 25 years that European countries have saved huge funds by redirecting their defence spending towards socioeconomic development and national prosperity ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
637,33-11,Regrettably the world has not become more stable or predictable ,1,1.8,3.0,0.0,0.0,0.8,1.0,0.8,1.0
638,33-12,We more than once pointed to the reasons for deterioration in the international situation the frailty of the unipolar world concept counterproductive unilateral actions and the risks entailed in undermining international law and the associated growth in the use of force in international affairs ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
639,33-13,It has become obvious that the liberal model of globalisation which was developed in the early 1990s primarily its economic element that is designed to secure leadership for a small group of countries at the expense of the rest of the world has exhausted its potential ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
640,33-14,Despite the seemingly noble goals this model turned out to be vulnerable to various challenges and incapable of dealing with numerous problems ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
641,33-15,Additional opportunities that opened up for mankind in connection with the transition to a new industrial and technological level have failed to narrow the development gap between the rich and the poor countries ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
642,33-16,It has in fact increased over the past several decades ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
643,33-17,The world economy and world finances remain volatile ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
644,33-18,Climate change is fraught with major risks ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
645,33-19,Poverty social vulnerability and sharpening competition in virtually every area are promoting isolationism protectionism nationalism extremism and uncontrolled migration ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
646,33-20,The reverse side of the West centric globalisation model the persistent desire to measure others by one s own pseudo liberal values impose changes from the outside with no consideration for local traditions and even use force to remove undesirable regimes has been a surge in international terrorism ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
647,33-21,In turn nonstop bloody terrorist attacks in various parts of the world and the migration crisis that has hit Europe prove that attempts to build individual islets of security sit it out in a safe harbour or address one s own problems without relying on broad international cooperation are illusive ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
648,33-22,The massive growth of cyber crime and the more frequent use of information and communications technologies to influence the socio political and socio economic situation and manipulate public opinion for the sake of narrow mercenary goals arouse special concern ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
649,33-23,The propaganda of extremist ideas and recruitment of young people to international terrorist organisations in cyber space is no less dangerous ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
650,33-24,For years Russia has persistently called for the adoption of universal rules for the responsible behaviour of states in cyber space under UN aegis ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
651,33-25,We are expecting a response to our proposals ,1,1.8,3.0,0.0,0.0,0.8,1.0,0.8,1.0
652,33-26,Evidently in the foreseeable future the world will continue facing a number of long term problems of a truly pan civilisational nature ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
653,33-27,President Vladimir Putin addressing the St Petersburg International Economic Forum not long ago pointed out that we must not have no right to waste our efforts and time on squabbles feuds and geopolitical games ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
654,33-28,What we need is wise and balanced approaches without stakes on unilateral global domination and the vicious practice of double standards ,1,1.8,3.0,0.0,0.0,0.8,1.0,0.8,1.0
655,33-29,Today we are all participants of an objective process of forming a polycentric world order which Yevgeny Primakov spoke and wrote a lot about ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
656,33-30,His talent as a researcher and a genuinely systematic approach made it possible to focus on the most important thing and to grasp the meaning of tectonic shifts in the international arena ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
657,33-31,Hardly anyone can dispute that this is a natural trend which has taken shape in the wake of the realignment of the global balance of power and the strengthening of the factor of cultural and civilisational identity in the modern world ,1,1.8,3.0,0.0,0.0,0.8,1.0,0.8,1.0
658,33-32,It is in our common interest not to restrain this process but to ensure its stability and predictability and to make sure that the renewed world order cleaned on the basis of the UN Charter principles is fair and democratic and globalisation plays a unifying role taking into account the interests of all the participants of international communication without exception contributing to a stable and secure future for all humankind ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
659,33-33,The emergence of new confident centres of economic power and associated political influence implies a new higher level of mutual trust which is impossible to achieve without observing such fundamental principles of international life as the sovereignty of states non interference in their internal affairs and the resolution of disputes by peaceful means ,0,0.6,0.0,0.0,0.0,0.8,1.0,0.8,1.0
660,33-34,It is necessary to agree on a uniform interpretation of the principles and norms of international law ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
661,33-35,In this connection it is difficult to overestimate the importance of the UN which enjoys universal legitimacy ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
662,33-36,Recent practice has shown that joint actions backed by the authority of the UN in the form of relevant Security Council resolutions can lead to significant progress in resolving the most complex issues ,0,0.6,0.0,0.0,0.0,0.8,1.0,0.8,1.0
663,33-37,The attempts to adapt the institutions dating back to the era of bipolar confrontation to realities of the 21 st century are doomed to failure ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
664,33-38,In particular the North Atlantic Alliance has remained part of the Cold War paradigm as it tries to find a reason for existence ,0,0.6,0.0,0.0,0.0,0.8,1.0,0.8,1.0
665,33-39,However it was unable to provide a proper response to the growing main threat of modern times which is terrorism ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
666,33-40,Furthermore NATO has destablised and continues to destabilise the security structure in Europe ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
667,33-41,This without doubt is at odds with the aspirations of the peoples of Europe ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
668,33-42,International relations have reached an important fork ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
669,33-43,Our choice will determine the way the world will look 15 20 years from now ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
670,33-44,Either we will continue to waste our time and resources which is fraught with a new arms race further expansion of the space of instability chaos and uncontrollability or the leading centres of civilisation will manage to reach an agreement and unite their efforts based on broad international partnership with the central coordinating role of the UN ,0,1.2,0.0,0.0,0.0,0.8,1.0,0.8,1.0
671,33-45,Russia is clearly in favour of the latter ,0,0.6,0.0,0.0,0.0,0.8,1.0,0.8,1.0
672,33-46,We are invariably open to working with everyone who shows willingness to effectively address key issues of global development ,1,1.8,3.0,0.0,0.0,0.8,1.0,0.8,1.0
673,33-47,This our approach in favour of collective multilateral efforts to strengthen security and establish broad based equitable mutually beneficial cooperation is shared by most members of the international community ,1,1.8,3.0,0.0,0.0,0.8,1.0,0.8,1.0
674,33-48,Russia will continue to act in this vein and promote a peaceful positive and forward looking agenda in international affairs and also act as a counterbalancing factor and a guarantor of global stability ,0,0.6,0.0,0.0,0.0,0.8,1.0,0.8,1.0
