,id,text,label,pos,bias_type,quote,aim
359,359, There is kind of a culture war going on and people aren t really respecting each other and difference of opinion ,1,people aren’t really respecting each other and difference of opinion,inf,yes,dir
360,360, I think liberals are missing a vital point in their blind hatred of Chick fil A Minor said in a statement sent to Fox News ,1,blind hatred,lex,yes,dir
361,361,The backlash across the country against Chick fil A has been ferocious ,1,ferocious,lex,no,dir
362,362, Being against gay marriage is not being anti gay ,1,“Being against gay marriage is not being anti-gay.”,inf,yes,dir
363,363,It s wrong It s destructive Mr Gibbs said on the ABC News program This Week adding that it reflected the nastiness divisiveness ugliness and distortions of a hard fought Republican nominating process ,1,"“nastiness, divisiveness, ugliness”",lex,yes,dir
364,364,He had said earlier that the policy was included to save money because free prenatal testing ends up in more abortions and therefore less care that has to be done because we cull the ranks of the disabled in our society ,1,we cull the ranks of the disabled in our society,inf,yes,dir
365,365,Asked whether he was suggesting that Mr Obama lacked sympathy for the disabled Mr Santorum did not back down saying I think the president has a very bad record on the issue of abortion and children who are disabled ,1,I think the president has a very bad record on the issue of abortion and children who are disabled.,inf,yes,dir
366,366,Updated Rick Santorum on Sunday tried to clarify his comment that President Obama subscribed to a phony theology saying he was referring not to the president s faith but to his view of man s relationship to the world ,1,phony,lex,yes,dir
367,367,It was during a campaign stop in Ohio on Saturday that Mr Santorum described what he called the phony theology of Mr Obama s agenda ,1,phony,lex,yes,dir
368,368, It s about some phony ideal some phony theology ,1,phony,lex,yes,dir
369,369, It s about some phony ideal some phony theology ,1,phony,lex,yes,dir
370,370, I can t help but think that those remarks are well over the line ,1,well over the line,lex,yes,dir
371,371,It s wrong It s destructive Mr Gibbs said on the ABC News program This Week adding that it reflected the nastiness divisiveness ugliness and distortions of a hard fought Republican nominating process ,1,It’s wrong. It’s destructive,lex,yes,dir
372,372, Well I don t see how that s possible Mr Paul said on the CNN program State of the Union ,1,"Well, I don’t see how that’s possible",inf,yes,dir
373,373,It s wrong It s destructive said Robert Gibbs the president s former press secretary who is now working on Obama s reelection effort ,1,It's wrong. It's destructive,lex,yes,dir
374,374,It s not about your quality of life It s not about your jobs It s about some phony ideal ,1,phony,lex,yes,dir
375,375,Some phony theology Not a theology based on the Bible A different theology ,1,phony,lex,yes,dir
376,376,The comment was the latest low in a Republican primary campaign that has been fueled by distortions ugliness and searing pessimism and negativity ,1,"""the latest low in a Republican primary campaign that has been fueled by distortions, ugliness, and searing pessimism and negativity.""",inf,yes,dir
377,377,But while Gibbs said it s time to get off the mindset that if we disagree we have to disqualify each other comments like Santorum s show that the GOP primary has been a race to the bottom ,1,has been a race to the bottom,inf,yes,ind_pro
378,378,We have seen nastiness divisiveness ugliness distortions of opponents records of the president s record ,1,"We have seen nastiness, divisiveness, ugliness, distortions of opponents' records, of the president's record",inf,yes,dir
379,379,It was a stark contrast with the president who is focused everyday on creating jobs and restoring economic security for the middle class LaBolt said ,1,"""a stark contrast with the president who is focused everyday on creating jobs and restoring economic security for the middle class,""",inf,yes,dir
380,380,An incredulous Bob Schieffer began his interview with Santorum Sunday by asking What in the world were you talking about ,1,"An incredulous Bob Schieffer began his interview with Santorum Sunday by asking, ""What in the world were you talking about?""",inf,no,dir
381,381, Free prenatal testing ends up in more abortions and therefore less care that has to be done because we cull the ranks of the disabled in our society Santorum told the Ohio Christian Alliance conference ,1,we cull the ranks of the disabled in our society,inf,yes,dir
382,382, I think the GOP race has been in many cases a race to the bottom ,1,"""I think the GOP race has been, in many cases, a race to the bottom.""",inf,yes,ind_pro
383,383, It s about some phony ideal some phony theology Oh not a theology based on the Bible A different theology ,1,phony,lex,yes,dir
384,384, It s about some phony ideal some phony theology Oh not a theology based on the Bible A different theology ,1,phony,lex,yes,dir
385,385,In doing so he left open many questions about what his vision of legally recognizable gay unions would encompass and what it would exclude ,1,"In doing so, he left open many questions about what his vision of legally recognizable gay unions would encompass, and what it would exclude.",inf,no,dir
386,386,Nine states including California Delaware and New Jersey now allow civil unions and broad domestic partnerships that most likely fit Mr Romney s description of marriage like arrangements meaning that they would be in the cross hairs of a President Romney who supports a constitutional amendment to ban same sex marriage ,1,cross hairs,lex,no,dir
