id,text,label,label_multiclass
2448,Ohios Planned Parenthood operations received millions of taxpayer dollars via federal grants in 2010 and 2011 ,0,1
2449,Says President Obamas deal allows Iran to produce a nuclear weapon ,1,4
2450,The stimulus bill includes 300 000 for a sculpture garden in Miami ,1,5
2451,Thomas Jefferson expressed strong support for a balanced budget amendment in 1798 ,0,2
2452,Says Marco Rubio went on Univision and in Spanish he promised that he would not on the first day in office rescind President Obamas illegal executive action ,0,2
2453,Under President Obama U S security funding for Israel is at an all time high ,0,2
2454,Says state Rep Sandy Pasch did nothing to stop people from scamming the Wisconsin Shares child care subsidy program and voted against funding for fraud investigators ,0,3
2455,The top one tenth of 1 percent now owns almost as much wealth as the bottom 90 percent ,0,1
2456,When the United States first created the federal income tax frankly nobody below a million dollars a year paid anything ,1,4
2457,Says Milwaukee County Parks director Sue Black has not received a pay raise in five years ,0,1
2458,Says Romney wrote in the first edition of his book that his health care plan should be expanded nationwide and then You took it out of your book ,0,3
2459,Says Gov John Kasich implied that a portion of workers compensation rebates to employers should be directed back to him in the form of campaign cash ,1,5
2460,We have over 300 state agencies Forty five of those agencies are related to health care ,1,4
2461,Says Rep Bruce Braley D Iowa missed 79 percent of veterans affairs committee hearings ,0,1
2462,NASCAR endorsed Trump,0,2
2463,Abraham Lincoln visited and some say even danced in the Ohio Senate chamber ,0,0
2464,The premiums on Medicares prescription drug program have fallen almost every year since it began ,1,4
2465,When Mitt Romney was governor of Massachusetts he stood in front of a coal plant and pointed at it and said This plant kills ,0,0
2466,The Central Falls School system spent 100 000 on a time clock ,1,5
2467,As the CEO of eBay Whitman started a separate division that only sells porn ,0,2
2468,If the mayor were really serious about supporting Phillys schoolchildren and handling our citys looming fiscal crisis he could begin by slashing the size of his own administration which is already 45 percent larger than his predecessors and 40 percent more costly ,0,2
2469,The top 1 10th of 1 percent today in America owns almost as much wealth as the bottom 90 percent ,0,1
2470,75 percent of the jobs created in the state of Ohio are created in small business They are not created by huge corporations and those who are very wealthy ,0,1
2471,Barnes opposed the creation of the HOPE Scholarship and campaigned against Zell Miller on the issue ,0,3
2472,Says Donald Trumps Make America Great Againhats were made in China ,1,5
2473,On changing the rules governing judicial conflicts of interest,0,2
2474,No other Northeastern state has passed a photo ID law,0,0
2475,Says government is a barrier to innovation and development ,1,4
2476,We have a 40 to 50 percent dropout rate in our inner city schools ,1,4
2477,The law says when a police officer stops you do whatever he says and then deal with it later ,1,4
2478,Jim Renacci cheated on his income taxes and is a deadbeat citizen ,0,1
2479,Says Gov Rick Perry was for Wall Street bailout before he was against it ,0,2
2480,The National Rifle Association was founded by religious leaders who wanted to protect freed slaves from the Ku Klux Klan ,1,5
2481,It is legal in Ohio to fire an employee or evict a tenant just for being gay ,0,0
2482,Says his hometown of Paint Creek Texas doesnt even have a ZIP code ,0,3
2483,Uber and other ride share firms are not required to carry auto insurance under Georgia law ,0,0
2484,Says Hillary Clinton believes that all abortions should be legal even on the due date of that unborn child ,1,4
2485,The Great Recession emerged in large part because of tax policies that slashed taxes on the wealthy failed to invest in the middle class took their eyes off of Wall Street and created a perfect storm ,0,3
2486,More than once Ive actually had a conversation with the protesters on substance ,0,0
2487,And the jerseycomeback keeps rolling Thanks to NJ now has lowest corruption risk of any state ,1,4
2488,Says any attempt to try to compare the Massachusetts health care law with the federal health care law is completely intellectually dishonest Governor Romney did not raise one tax in doing what he did ,0,3
2489,Since 2007 David Jolly has given almost 30 000 to keep Democrats in Congress ,0,1
2490,Passage of a referendum on an aquarium for Clearwater means NO future funding for our neighborhoods ,1,4
2491,Says Texas ranks 44th nationally in education funding per pupil ,0,1
2492,Health insurance is more expensive in Massachusetts than anywhere else in the country ,0,1
2493,In two years Gov McAuliffe has vetoed more bills that the previous three governors issued in each of their four year terms ,0,0
2494, Everything I have said on the campaign trail has been factually accurate ,1,4
2495,When Honduran children came into this country Secretary Clinton said send them back ,0,1
2496,Says Jeb Bush said low income women should get their life together and find a husband ,0,1
2497, Only about 6 8 percent of the stimulus money has actually been spent ,0,1
2498,10 cents on thedollar from the Clinton Foundation goes to charitable causes ,1,4
2499,President Obama told people to skip coming here Las Vegas for conventions and meetings ,0,3
2500,Says John Boehner admits we are not going to be any different than weve been by returning to the same failed economic policies that wrecked our economy ,1,5
2501,Newark is now home to one third of all commercial and multi family development ,0,2
2502,Says Debbie Wasserman Schultz voted repeatedly to send terminally ill patients to prison ,0,3
2503,The right wing extremists are trying to take this seat so they can push their anti choice and anti equality agenda through our State House ,1,5
2504,We have 50 state lobbyists that just lobby the Legislature for money every year ,0,1
2505,In Atlanta since 1994 when the Seven Deadly Sins mandatory minimum sentences took effect the violent crime rate has dropped 62 percent ,0,1
2506,Because of Jim Whelan the 1990s are the only decade since the 1920s when the population of Atlantic City actually went up ,0,2
2507,Says TriMets own analysis shows that YouthPass does not actually add to the transit agencys costs ,0,1
2508,John McCain offers billions in tax breaks for oil and drug companies but almost nothing for families like yours ,0,3
2509,We adopted the modern Social Security system at a time when the average person died before they were old enough to get Social Security ,0,0
2510,We are coming up on our 40th anniversary of electing a Republican to the United States Senate 1972 was the last time New Jersey sent a Republican to the United States Senate ,0,0
2511,Sen Sherrod Browns vote helped pass Barack Obamas job killing health care law which slapped small businesses throughout Ohio with a 500 billion tax increase ,1,5
2512,President Obamas budget would call for about 25 trillion in debt by the end of his term if he was re elected ,0,3
2513,We know that Sunday mornings have usually been given over to conservative white men ,0,3
